RESPID;interview_end;gender;age;age_coded;DK_region;Agenda;b1 - Hvilket problem mener du er det vigtigste, som Danmark står overfor lige nu?;b2a - Hvilken regering er bedst til at sikre en fornuftig flygtninge/indvandrerpolitik?;b2b - Hvilken regering er bedst til at varetage økonomien, eksempelvis vækst og arbejdspladser?;b2c - Hvilken regering er bedst til at levere velfærden, eksempelvis sundhed, uddannelse og ældrepleje?;bg5 - Hvilket parti stemte du på, ved Folketingsvalget den 15. september 2011?;bg6 - Hvilket parti ville du stemme på, hvis der var Folketingsvalg i morgen?;bg7 - Hvilket parti hælder du mest til at stemme på?;bg8 - Hvad er din højest afsluttede uddannelse?;bg9 - Hvor mange børn under 18 år er der din husstand?;bg10 - Hvad er husstandens samlede årlige bruttoindkomst?;PI_idag_prob - Stemme i morgen (bg6+bg7);Weight;redprediction;blueprediction;swingprediction;latedecprediction
278;20150314;Mand;31;30-39 år;Sjælland;103;arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;Stemte ikke;(O) Dansk Folkeparti;;Grundskole;Ingen;300.000-399.999 kr.;Dansk Folkeparti;1,7940045696;0.292877438556531;0.335707486060899;0.340808900089285;0.382282456765416
286;20150313;Kvinde;29;18-29 år;Sjælland;.;Tjaaa;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Ved ikke;(F) Socialistisk Folkeparti - SF;(Ø) Enhedslisten;;Grundskole;Ingen;300.000-399.999 kr.;Enhedslisten;2,8626170016;0.356506714772153;0.272088138086328;0.339617122618794;0.362494897615659
292;20150313;Kvinde;28;18-29 år;Nordjylland;.;ved ikke;Ved ikke;Ved ikke;Ved ikke;Husker ikke;Ved ikke;Ved ikke;Grundskole;Ingen;Ved ikke;;2,2427863679;0.245371079254686;0.373164323823267;0.339409140803785;0.28621775360515
293;20150313;Mand;37;30-39 år;Sjælland;500;manglende job sikkerhed og indvandring;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;700.000-799.999 kr.;Dansk Folkeparti;1,4066290623;0.248198072840273;0.423036828453161;0.339349470953145;0.252997898542655
296;20150313;Kvinde;73;70++ år;Sjælland;103;arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;100.000-199.999 kr.;Socialdemokraterne;1,7587833899;0.373801824027495;0.261159540341452;0.338794583995173;0.325301642158957
301;20150313;Kvinde;73;70++ år;Hovedstaden;1300;Sociale nedskæringer;Ved ikke;Ved ikke;Ved ikke;(Ø) Enhedslisten;(Ø) Enhedslisten;;Grundskole;Ingen;100.000-199.999 kr.;Enhedslisten;1,7609510953;0.373801824027495;0.261159540341452;0.338794583995173;0.385224985510728
302;20150313;Kvinde;28;18-29 år;Hovedstaden;900;Integration/arbejdsløshed/boligmangel;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Liberal Alliance (tidligere Ny Alliance);2,9078978252;0.26557726429434;0.381141104615196;0.338074132256458;0.268490770027886
304;20150316;Kvinde;72;70++ år;Hovedstaden;100;Økonomien;Ved ikke;Ved ikke;Ved ikke;Stemte blankt;Har ikke stemmeret;;Grundskole;Ingen;100.000-199.999 kr.;;1,3318202277;0.390787321590595;0.249875433856215;0.337875304229305;0.237015057817016
305;20150313;Kvinde;26;18-29 år;Syddanmark;1302;Social ulighed;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(Ø) Enhedslisten;;Gymnasie, HF eller lignende;Ingen;100.000-199.999 kr.;Enhedslisten;1,3312228333;0.465892899528672;0.206476539676781;0.337478768859159;0.418143939782477
307;20150316;Kvinde;71;70++ år;Sjælland;103;arbejdsløsheden;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;100.000-199.999 kr.;Socialdemokraterne;1,7587833899;0.40723944398142;0.23933211127257;0.337123726706934;0.401497213510581
314;20150313;Kvinde;63;60-69 år;Sjælland;2099;Korrupte politikere;Ved ikke;Ved ikke;Ved ikke;(F) Socialistisk Folkeparti - SF;Vil ikke stemme;Kandidat uden for partierne;Grundskole;Ingen;100.000-199.999 kr.;Øvrige;1,2461194592;0.51347716881543;0.177761304496567;0.337108365733422;0.353173403466754
316;20150313;Mand;20;18-29 år;Hovedstaden;700;Miljø;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Havde ikke stemmeret;(A) Socialdemokraterne;;Gymnasie, HF eller lignende;Ingen;Under 100.000 kr.;Socialdemokraterne;1,4067891640;0.175851702574399;0.488447840166503;0.336567435385616;0.341070375078612
319;20150313;Kvinde;70;70++ år;Hovedstaden;900;integration;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;100.000-199.999 kr.;Socialdemokraterne;1,6999142330;0.42309109274625;0.229496876133238;0.336539308574097;0.266646854804413
323;20150313;Kvinde;69;60-69 år;Syddanmark;103;Arbejdsløsheden n;Ved ikke;Ved ikke;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Grundskole;Ingen;100.000-199.999 kr.;Dansk Folkeparti;0,6815403412;0.438284570870489;0.220336652812759;0.336121625072611;0.359433218879552
324;20150313;Kvinde;65;60-69 år;Syddanmark;900;For mange indvandrere;Ved ikke;Ved ikke;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;Ingen;100.000-199.999 kr.;Dansk Folkeparti;0,6815403412;0.491632908217871;0.189797300000032;0.336113955797018;0.401793395379851
328;20150313;Kvinde;68;60-69 år;Nordjylland;.;ved ikke;Ved ikke;Venstre ledet regering;Ved ikke;(V) Venstre;(V) Venstre;;Grundskole;Ingen;100.000-199.999 kr.;Venstre;1,1665429393;0.452771350500177;0.211818501093844;0.335870371214823;0.209816891727651
334;20150313;Kvinde;68;60-69 år;Midtjylland;.;?;Ved ikke;Ved ikke;Ved ikke;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;100.000-199.999 kr.;Socialdemokraterne;0,8071654561;0.452771350500177;0.211818501093844;0.335870371214823;0.415797069182655
335;20150313;Mand;29;18-29 år;Syddanmark;100;Økonomien;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;Stemte blankt;Stemme blankt;(V) Venstre;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;500.000-599.999 kr.;Venstre;1,8375104150;0.194573724355456;0.483036029363859;0.335115596523086;0.407936941637184
336;20150313;Mand;18;18-29 år;Nordjylland;1227;terror;Ved ikke;Ved ikke;Ved ikke;Vil ikke svare;Har ikke stemmeret;;Vil ikke svare;Ingen;Vil ikke oplyse;;1,1672956563;0.0777193365575118;0.682221866405853;0.334466708539863;0.393348040025696
338;20150313;Mand;38;30-39 år;Hovedstaden;100;Finanskrise;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;700.000-799.999 kr.;Venstre;2,0629364792;0.256565184691555;0.418232437021727;0.334441363593563;0.405702152609954
342;20150313;Mand;61;60-69 år;Sjælland;507;dagpenge;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;400.000-499.999 kr.;Socialdemokraterne;0,8349273303;0.369050693729603;0.286088530736608;0.333874006651696;0.184675904593573
343;20150313;Mand;62;60-69 år;Hovedstaden;103;arbejsløæshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Grundskole;Ingen;400.000-499.999 kr.;Enhedslisten;0,8359570590;0.360848785733171;0.293183419854559;0.332965171665222;0.271459939747295
346;20150313;Mand;42;40-49 år;Sjælland;103;arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;400.000-499.999 kr.;Venstre;1,4971394532;0.348634705998214;0.317672428925783;0.332461168997578;0.314781297807072
347;20150313;Mand;71;70++ år;Syddanmark;300;Sundhed / sygehuse;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;400.000-499.999 kr.;Socialdemokraterne;1,0632220227;0.261206724606821;0.385093229737212;0.33223809852626;0.343331690133242
350;20150314;Mand;63;60-69 år;Syddanmark;2199;Folketingsvalg;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;400.000-499.999 kr.;Socialdemokraterne;0,6099761349;0.351969084393375;0.300855028905276;0.332222848595543;0.467065660701577
351;20150315;Mand;69;60-69 år;Syddanmark;100;Sætte gang i vkksten;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Grundskole;Ingen;400.000-499.999 kr.;Venstre;0,8557189856;0.286500028598195;0.360004150041496;0.331243262436031;0.284901015930652
356;20150313;Mand;53;50-59 år;Syddanmark;900;terrortruslen;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Grundskole;Ingen;700.000-799.999 kr.;Dansk Folkeparti;0,9736136376;0.339065658547653;0.325006706831259;0.331213470175668;0.429680624499317
357;20150313;Kvinde;19;18-29 år;Syddanmark;600;Det danske uddannelsessystem;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;Havde ikke stemmeret;(V) Venstre;;Gymnasie, HF eller lignende;Ingen;Under 100.000 kr.;Venstre;1,8028059815;0.228035371874365;0.410783364626459;0.330998272107161;0.429680624499317
358;20150313;Mand;66;60-69 år;Midtjylland;900;Asyl politik;Ved ikke;Ved ikke;Ved ikke;(V) Venstre;Ved ikke;(V) Venstre;Grundskole;Ingen;400.000-499.999 kr.;Venstre;0,9369763345;0.321591276786655;0.32751405543815;0.330990031765619;0.248628743853254
361;20150313;Mand;67;60-69 år;Syddanmark;900;indvandrerpolitikken;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Grundskole;Ingen;400.000-499.999 kr.;Socialdemokraterne;0,6099761349;0.3103526412504;0.337674694809103;0.330909448105581;0.299216843687883
362;20150313;Mand;67;60-69 år;Hovedstaden;2199;Lars Løkke Rasmussen;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Grundskole;Ingen;400.000-499.999 kr.;Socialistisk Folkeparti - SF;1,2103510663;0.3103526412504;0.337674694809103;0.330909448105581;0.313103299724664
365;20150313;Mand;21;18-29 år;Nordjylland;1227;terror;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Gymnasie, HF eller lignende;Ingen;Under 100.000 kr.;Liberal Alliance (tidligere Ny Alliance);1,6655640544;0.190945091341555;0.473943003542996;0.328877726220051;0.443248125438987
366;20150313;Mand;43;40-49 år;Syddanmark;100;Økonomi;Venstre ledet regering;Socialdemokratisk ledet regering;Ved ikke;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;400.000-499.999 kr.;Socialdemokraterne;0,7796660771;0.354959237194901;0.315849514699127;0.328424417546658;0.294650459494236
369;20150314;Mand;23;18-29 år;Midtjylland;.;ved ikk;Ved ikke;Ved ikke;Ved ikke;(I) Liberal Alliance;(I) Liberal Alliance;;Kort videregående 1-2 år;Ingen;Under 100.000 kr.;Liberal Alliance (tidligere Ny Alliance);0,7649618111;0.137780609725411;0.562591119115628;0.327103537062629;0.395363147805901
370;20150315;Kvinde;27;18-29 år;Hovedstaden;.;y;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Venstre ledet regering;(A) Socialdemokraterne;(V) Venstre;;Kort videregående 1-2 år;1 barn;400.000-499.999 kr.;Venstre;1,1284899906;0.294776568843872;0.351620408766447;0.3256127854747;0.313589231820593
372;20150313;Kvinde;30;30-39 år;Hovedstaden;900;Radikalisering af unge af anden etnisk baggrund.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;Ved ikke;(V) Venstre;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;600.000-699.999 kr.;Venstre;2,4930910419;0.294837699007414;0.36296279821708;0.325524934585549;0.423655321407899
375;20150313;Kvinde;58;50-59 år;Midtjylland;2099;At alle politiker undtagen EL politikerne stiller sig forrest i kobbel af mennesker som nedgøre og sviner,  mennesker på overførselsindkomster til, og mennesker der er hjemløse som spyttes på og hånes. Dette r et tegn på et SYGT SAMFUND, HVOR DET ENKELTE MENNESKE KUN HAR NOK I SIT EGET LIV OG ER FOR FØLELSESMÆSSIG FATTIG TIL AT HJÆLPE ANDRE I NØD, DETTE GÆLDER OGSÅ FOR ALLE PARTIERS MEDLEMMER, UNDTAGEN EL;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Grundskole;Ingen;400.000-499.999 kr.;Enhedslisten;1,4435434968;0.494842220651022;0.201131497018786;0.324229133937076;0.191487772600561
378;20150314;Kvinde;20;18-29 år;Syddanmark;1399;For få pædagoger i daginstitutionerne.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Havde ikke stemmeret;(F) Socialistisk Folkeparti - SF;;Gymnasie, HF eller lignende;Ingen;Under 100.000 kr.;Socialistisk Folkeparti - SF;1,9274322529;0.246886544521562;0.396255504049778;0.323210783819725;0.363946369681311
379;20150313;Kvinde;24;18-29 år;Syddanmark;900;integration og velfærd;Ved ikke;Ved ikke;Ved ikke;Stemte blankt;Stemme blankt;Ved ikke;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;;1,3449582451;0.245095255825892;0.404880146740342;0.323051078099697;0.345756035465025
384;20150313;Mand;50;50-59 år;Nordjylland;.;ved ikke;Ved ikke;Ved ikke;Ved ikke;(A) Socialdemokraterne;Ved ikke;(O) Dansk Folkeparti;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;100.000-199.999 kr.;Dansk Folkeparti;0,8611145324;0.435045071742576;0.253104204280816;0.323046203544192;0.293549323278723
387;20150316;Mand;20;18-29 år;Nordjylland;1908;Rusland;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;Havde ikke stemmeret;(C) Konservative Folkeparti;;Gymnasie, HF eller lignende;Ingen;600.000-699.999 kr.;Konservative Folkeparti;1,8473187949;0.191468093593345;0.489110701720948;0.32127885982052;0.214556577854683
389;20150313;Mand;48;40-49 år;Hovedstaden;1302;Den sociale ulighed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;Vil ikke stemme;Ved ikke;Grundskole;Ingen;Under 100.000 kr.;;1,1627242747;0.361889844918129;0.297277823483841;0.321140389439634;0.327342621540179
392;20150313;Mand;30;30-39 år;Hovedstaden;.;fd;Venstre ledet regering;Socialdemokratisk ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(A) Socialdemokraterne;;Kort videregående 1-2 år;1 barn;400.000-499.999 kr.;Socialdemokraterne;0,5648505740;0.253700645232404;0.411645607309536;0.320016158264306;0.186854836959073
395;20150313;Kvinde;28;18-29 år;Hovedstaden;.;f;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(A) Socialdemokraterne;(V) Venstre;;Kort videregående 1-2 år;2 børn;400.000-499.999 kr.;Venstre;1,1284899906;0.311154944475423;0.342038840637797;0.319185644306149;0.331811991635706
396;20150314;Mand;61;60-69 år;Hovedstaden;2119;At Venstre ser ud til at blive regeringsparti efter næste valg;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Grundskole;Ingen;700.000-799.999 kr.;Socialistisk Folkeparti - SF;1,2103510663;0.303438266073899;0.369054085816214;0.318160616398212;0.277593866535759
398;20150315;Mand;82;70++ år;Midtjylland;900;Tænker meget på vore børnebørns fremtid. Hvis indvandring fortsætter som nu, vil de få store problemer med at føde de mange som tilsyneladende aldrig kommer i arbejde.;Ved ikke;Venstre ledet regering;Ved ikke;(V) Venstre;Ved ikke;(V) Venstre;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;100.000-199.999 kr.;Venstre;1,2805478965;0.13328474538231;0.58578979659085;0.317914055491338;0.50529193489043
399;20150313;Kvinde;68;60-69 år;Sjælland;900;indvandring;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;Vil ikke svare;Vil ikke svare;;Grundskole;Ingen;400.000-499.999 kr.;;1,4878586921;0.395470610698309;0.268840345598864;0.317752434948101;0.445863333072545
403;20150313;Mand;42;40-49 år;Sjælland;107;for høj skat;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;2 børn;500.000-599.999 kr.;Dansk Folkeparti;1,2583873119;0.348022062728282;0.318865835328595;0.317667550692412;0.559055474035913
406;20150313;Kvinde;39;30-39 år;Hovedstaden;100;Mangel på resurser;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Grundskole;2 børn;500.000-599.999 kr.;Dansk Folkeparti;2,0955104848;0.425199876678785;0.250669411452229;0.317403144040892;0.356821690697089
408;20150313;Mand;42;40-49 år;Syddanmark;100;Globale Krise;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;700.000-799.999 kr.;Socialdemokraterne;0,7796660771;0.285012369387076;0.40460629709963;0.316782650646398;0.353777385740758
410;20150314;Kvinde;25;18-29 år;Syddanmark;103;Arbejdløshed;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;Ved ikke;Ved ikke;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;300.000-399.999 kr.;;1,5589298688;0.261650866911135;0.393113326302011;0.31616730357118;0.380340400459125
411;20150313;Mand;34;30-39 år;Nordjylland;103;arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;600.000-699.999 kr.;Venstre;1,7589508993;0.259044179754179;0.421603773033249;0.31597248869217;0.420872644558274
412;20150313;Kvinde;21;18-29 år;Hovedstaden;100;økonomi;Ved ikke;Venstre ledet regering;Socialdemokratisk ledet regering;Havde ikke stemmeret;Ved ikke;(B) Radikale Venstre;Gymnasie, HF eller lignende;Ingen;Under 100.000 kr.;Radikale Venstre;3,0067845221;0.266108236724836;0.382441640578159;0.315681033287084;0.43420224539348
413;20150313;Kvinde;21;18-29 år;Syddanmark;1227;Terrorhandlinger;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Gymnasie, HF eller lignende;Ingen;Under 100.000 kr.;Radikale Venstre;2,6825515729;0.266108236724836;0.382441640578159;0.315681033287084;0.269013172760779
414;20150313;Mand;81;70++ år;Syddanmark;604;praktikpladser til unge økonomi flygtninge;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Erhvervsfaglig, EFG, HTX eller lignende;Ingen;100.000-199.999 kr.;Socialdemokraterne;0,8336439478;0.145494607804046;0.566340656709203;0.31557417214244;0.443350924756176
415;20150313;Mand;36;30-39 år;Syddanmark;300;sundhedsvæsnet;Ved ikke;Venstre ledet regering;Ved ikke;(Ø) Enhedslisten;Ved ikke;Ved ikke;Grundskole;1 barn;300.000-399.999 kr.;;1,3961235232;0.355886264534369;0.304444771836094;0.313362477325097;0.380237664758452
417;20150313;Mand;35;30-39 år;Hovedstaden;.;Ved ikke;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Havde ikke stemmeret;Har ikke stemmeret;;Grundskole;Ingen;Vil ikke oplyse;;1,4693675429;0.249196329397744;0.406937424846458;0.312042251174978;0.40699469043461
419;20150313;Mand;33;30-39 år;Hovedstaden;1804;Job forsvinder til udlandet.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Erhvervsfaglig, EFG, HTX eller lignende;1 barn;500.000-599.999 kr.;Liberal Alliance (tidligere Ny Alliance);2,0418924247;0.239251443632895;0.448816007736;0.311655347261442;0.302277836589311
421;20150313;Mand;33;30-39 år;Hovedstaden;900;integration;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Erhvervsfaglig, EFG, HTX eller lignende;2 børn;500.000-599.999 kr.;Dansk Folkeparti;1,3595474530;0.239251443632895;0.448816007736;0.311655347261442;0.277474779892858
